,date,N_likes,N_reposts,Хэштег
1017,2020-08-24 20:00:19,106,15,"['#Статья_Skillbox', '#Skillbox_Маркетинг']"
1018,2020-08-24 18:33:42,59,2,['#Расписание_Skillbox']
1019,2020-08-24 14:28:58,180,11,['#Кейс_Skillbox']
1020,2020-08-23 12:14:39,129,16,"['#Моушн_Skillbox', '#Skillbox_дизайн']"
1021,2020-08-22 13:53:10,147,17,['#В_Закладки_Skillbox']
1022,2020-08-21 18:00:16,66,7,"['#Skillbox_Дизайн', '#Статья_Skillbox']"
1023,2020-08-21 14:00:58,56,3,"['#Конкурс_Skillbox', '#Skillbox_дизайн']"
1024,2020-08-20 17:02:25,45,0,['#Лекторий_Skillbox']
1025,2020-08-20 15:03:40,119,5,"['#Кейс_Skillbox', '#Skillbox_маркетинг']"
1026,2020-08-19 14:52:45,24,1,"['#Skillbox_программирование', '#Курсы_Skillbox']"
1027,2020-08-18 18:00:23,28,3,"['#Статья_Skillbox', '#Skillbox_Маркетинг']"
1028,2020-08-18 15:20:42,32,1,['#в_закладки_skillbox']
1029,2020-08-17 20:15:10,58,3,"['#Skillbox_Дизайн', '#Статья_Skillbox']"
1030,2020-08-17 18:57:44,200,10,"['#Кейс_Skillbox', '#Skillbox_маркетинг', '#Skillbox_дизайн']"
1031,2020-08-17 14:12:20,65,4,['#Расписание_Skillbox']
1032,2020-08-16 12:37:27,59,2,['#Skillbox_Маркетинг']
1033,2020-08-15 12:22:08,46,3,['#Skillbox_РАНХиГС']
1034,2020-08-14 18:00:17,70,12,"['#Skillbox_Мркетинг', '#Статья_Skillbox']"
1035,2020-08-14 12:09:21,93,14,"['#Совет_препода_Skillbox', '#Skillbox_управление']"
1036,2020-08-13 18:00:32,68,12,"['#Skillbox_Дизайн', '#Статья_Skillbox']"
1037,2020-08-13 11:28:51,195,9,"['#Skillbox_дизайн', '#Флористика_Skillbox']"
1038,2020-08-12 18:50:11,111,19,"['#Статья_Skillbox', '#Skillbox_Маркетинг']"
1039,2020-08-12 17:10:22,65,8,"['#Шрифты_Skillbox', '#Skillbox_дизайн']"
1040,2020-08-12 14:47:31,19,3,[]
1041,2020-08-11 18:50:02,49,8,"['#Статья_Skillbox', '#Skillbox_Дизайн']"
1042,2020-08-11 17:12:50,104,8,['#Skillbox_Дизайн']
1043,2020-08-10 18:46:34,46,5,['#Расписание_Skillbox']
1044,2020-08-10 11:18:35,229,62,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1045,2020-08-09 11:15:16,313,49,"['#Skillbox_управление', '#В_закладки_Skillbox']"
1046,2020-08-08 11:00:43,189,19,"['#Skillbox_дизайн', '#Совет_препода_Skillbox']"
1047,2020-08-07 11:42:50,178,17,"['#Skillbox_дизайн', '#В_закладки_Skillbox']"
1048,2020-08-06 18:21:20,27,4,['#Статья_Skillbox']
1049,2020-08-06 11:33:04,54,3,"['#В_закладки_Skillbox', '#Skillbox_программирование']"
1050,2020-08-05 18:14:06,53,6,['#Статья_Skillbox']
1051,2020-08-05 13:22:25,35,0,"['#vktalents_bomman', '#Конкурс_Skillbox', '#vktalents_bomman']"
1052,2020-08-05 11:45:32,80,7,"['#Skillbox_маркетинг', '#В_закладки_Skillbox']"
1053,2020-08-04 18:00:26,31,4,['#Статья_Skillbox']
1054,2020-08-04 12:14:13,69,12,"['#Skillbox_маркетинг', '#В_закладки_Skillbox']"
1055,2020-08-03 19:00:18,75,5,['#Статья_Skillbox']
1056,2020-08-03 18:00:55,88,3,['#Skillbox_РАНХиГС']
1057,2020-08-03 14:45:19,67,2,['#Расписание_Skillbox']
1058,2020-08-03 13:19:19,67,4,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1059,2020-08-02 19:38:27,154,22,"['#Моушн_Skillbox', '#Skillbox_дизайн']"
1060,2020-08-01 11:00:47,141,7,"['#Skillbox_дизайн', '#В_закладки_Skillbox']"
1061,2020-07-31 17:18:33,92,7,"['#Skillbox_маркетинг', '#Кейс_Skillbox']"
1062,2020-07-31 13:25:24,53,9,['#Статья_Skillbox']
1063,2020-07-30 19:40:14,32,2,['#Статья_Skillbox']
1064,2020-07-30 18:30:54,26,2,['#Лекторий_Skillbox']
1065,2020-07-30 11:04:01,25,2,"['#Анонс_Skillbox', '#Skillbox_маркетинг']"
1066,2020-07-29 18:00:39,27,3,['#Статья_Skillbox']
1067,2020-07-29 11:53:06,187,24,"['#Skillbox_управление', '#В_закладки_Skillbox']"
1068,2020-07-28 17:30:06,73,15,['#Статья_Skillbox']
1069,2020-07-28 15:56:08,25,2,['#Skillbox_Дизайн']
1070,2020-07-28 12:26:57,97,4,"['#Упаковка_Skillbox', '#Skillbox_дизайн']"
1071,2020-07-27 18:57:46,28,4,['#Статья_Skillbox']
1072,2020-07-27 14:40:17,36,0,['#Расписание_Skillbox']
1073,2020-07-27 11:59:06,199,16,"['#Иллюстрация_Skillbox', '#Skillbox_дизайн']"
1074,2020-07-26 12:37:28,111,8,"['#Skillbox_дизайн', '#В_закладки_Skillbox']"
1075,2020-07-25 11:00:17,58,4,"['#Кейс_Skillbox', '#Skillbox_маркетинг']"
1076,2020-07-24 12:18:58,254,14,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1077,2020-07-23 16:36:35,66,0,['#Skillbox_Маркетинг']
1078,2020-07-22 19:20:52,35,4,['#Статья_Skillbox']
1079,2020-07-22 12:47:58,30,1,"['#Качаем_креатив', '#Skillbox_маркетинг']"
1080,2020-07-21 17:50:14,108,18,['#Статья_Skillbox']
1081,2020-07-21 15:06:25,23,1,['#Skillbox_Дизайн']
1082,2020-07-21 11:13:17,68,5,"['#Тренировка_Skillbox', '#Skillbox_дизайн']"
1083,2020-07-20 18:28:34,29,3,['#Статья_Skillbox']
1084,2020-07-20 15:12:16,47,1,['#Расписание_Skillbox']
1085,2020-07-20 11:24:25,168,20,"['#В_закладки_Skillbox', '#Skillbox_программирование']"
1086,2020-07-19 11:09:10,207,33,"['#Советпрепода_Skillbox', '#Skillboxпрограммирование']"
1087,2020-07-18 12:00:31,39,0,"['#Skillbox_маркетинг', '#Кейс_Skillbox']"
1088,2020-07-17 18:00:11,87,8,['#Статья_Skillbox']
1089,2020-07-17 12:56:09,150,15,"['#Skillbox_маркетинг', '#В_закладки_Skillbox']"
1090,2020-07-16 17:50:49,30,5,['#Статья_Skillbox']
1091,2020-07-16 13:31:39,36,1,"['#Игра_Skillbox', '#Skillbox_дизайн']"
1092,2020-07-15 19:11:14,79,14,['#Статья_Skillbox']
1093,2020-07-15 15:01:12,51,10,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1094,2020-07-15 13:01:15,21,3,['#Skillbox_Дизайн']
1095,2020-07-14 13:45:19,44,3,['#Лекторий_Skillbox']
1096,2020-07-14 11:38:22,47,11,"['#Игра_Skillbox', '#Skillbox_программирование']"
1097,2020-07-13 20:02:47,71,9,['#Статья_Skillbox']
1098,2020-07-13 13:21:33,31,2,['#Расписание_Skillbox']
1099,2020-07-13 11:10:31,147,22,"['#Skillbox_Дизайн', '#В_Закладки_Skillbox']"
1100,2020-07-12 13:07:29,111,14,"['#Skillbox_программирование', '#Учим_HTML']"
1101,2020-07-11 12:07:43,79,6,"['#Упаковка_Skillbox', '#Skillbox_дизайн']"
1102,2020-07-10 16:21:28,38,1,['#Анонс_Skillbox']
1103,2020-07-10 12:55:52,263,54,"['#Skillbox_маркетинг', '#В_закладки_Skillbox']"
1104,2020-07-09 18:00:28,65,9,['#Статья_Skillbox']
1105,2020-07-09 12:58:10,106,4,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1106,2020-07-08 19:33:10,68,4,['#Статья_Skillbox']
1107,2020-07-08 13:17:51,254,12,"['#Skillbox_дизайн', '#Skillbox_вдохновляет', '#Иллюстрация_Skillbox']"
1108,2020-07-07 19:24:52,85,16,['#Статья_Skillbox']
1109,2020-07-07 16:36:19,29,3,['#Skillbox_Дизайн']
1110,2020-07-07 13:12:50,152,12,['#Skillbox_Дизайн']
1111,2020-07-06 18:00:56,128,26,['#Статья_Skillbox']
1112,2020-07-06 16:37:49,85,11,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1113,2020-07-06 12:14:09,45,4,['#Расписание_Skillbox']
1114,2020-07-05 14:04:07,379,13,"['#Упаковка_Skillbox', '#Skillbox_дизайн']"
1115,2020-07-04 11:32:30,131,6,"['#Студенты_Skillbox', '#Skillbox_дизайн']"
1116,2020-07-03 12:23:28,87,10,"['#Skillbox_маркетинг', '#В_закладки_Skillbox']"
1117,2020-07-02 18:00:50,71,12,['#Статья_Skillbox']
1118,2020-07-02 12:37:56,160,5,"['#МоушнSkillbox', '#Skillboxвдохновляет']"
1119,2020-07-01 18:01:31,56,4,['#Статья_Skillbox']
1120,2020-07-01 12:12:16,121,13,"['#Шрифты_Skillbox', '#Skillbox_дизайн']"
1121,2020-06-30 18:51:28,91,15,['#Статья_Skillbox']
1122,2020-06-30 16:33:12,29,1,['#Лекторий_Skillbox']
1123,2020-06-30 14:03:47,72,2,"['#SMDay', '#Skillbox_маркетинг', '#В_закладки_Skillbox']"
1124,2020-06-29 20:26:24,39,1,"['#Skillbox_Программирование', '#Статья_Skillbox']"
1125,2020-06-29 17:17:18,39,1,['#Расписание_Skillbox']
1126,2020-06-29 13:22:35,86,3,['#В_закладки_Skillbox']
1127,2020-06-28 11:26:48,309,23,['#В_Закладки_Skillbox']
1128,2020-06-27 17:02:46,42,1,"['#Design_Battle_Skillbox', '#Skillbox_дизайн']"
1129,2020-06-26 19:40:20,59,7,['#анонс_skillbox']
1130,2020-06-26 19:00:27,82,17,"['#Статья_Skillbox', '#Skillbox_Маркетинг']"
1131,2020-06-26 11:01:45,58,5,['#Skillbox_дизайн']
1132,2020-06-25 19:00:34,54,2,"['#Skillbox_Программирование', '#Статья_Skillbox']"
1133,2020-06-25 16:54:07,162,23,['#В_Закладки_Skillbox']
1134,2020-06-24 18:28:14,41,9,"['#Skillbox_Программирование', '#Статья_Skillbox']"
1135,2020-06-24 13:10:27,99,5,"['#Айдентика_Skillbox', '#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1136,2020-06-23 18:00:01,102,26,"['#Skillbox_Управление', '#Статья_Skillbox']"
1137,2020-06-23 13:06:32,99,12,"['#В_закладки_Skillbox', '#Skillbox_управление']"
1138,2020-06-22 14:00:38,64,6,"['#Конкурс_Skillbox', '#Skillbox_дизайн']"
1139,2020-06-22 12:05:24,46,9,['#Расписание_Skillbox']
1140,2020-06-21 14:00:29,33,5,"['#Альпина_Skillbox', '#Анонс_Skillbox']"
1141,2020-06-21 11:01:07,189,17,['#В_Закладки_Skillbox']
1142,2020-06-20 16:19:13,126,5,['#Skillbox_дизайн']
1143,2020-06-19 20:00:55,44,5,['#Skillbox_Маркетинг']
1144,2020-06-19 14:09:48,49,1,['#Skillbox_Программирование']
1145,2020-06-19 10:57:51,51,4,"['#ДеньНаблюденияЗаОблаками', '#Skillbox_дизайн']"
1146,2020-06-18 18:21:50,59,4,['#Статья_Skillbox']
1147,2020-06-18 15:36:50,54,5,"['#Анонс_Skillbox', '#Game_of_jobs', '#БудуВSkillbox']"
1148,2020-06-18 11:26:03,232,28,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1149,2020-06-17 19:37:01,42,6,['#Статья_Skillbox']
1150,2020-06-17 14:00:20,26,1,"['#Анонс_Skillbox', '#Skillbox_управление']"
1151,2020-06-16 19:11:28,31,2,['#Лекторий_Skillbox']
1152,2020-06-15 19:45:50,116,16,"['#Статья_Skillbox', '#Skillbox_Дизайн']"
1153,2020-06-15 18:09:03,36,3,['#Расписание_Skillbox']
1154,2020-06-15 15:38:32,329,26,"['#skillbox_дизайн', '#в_закладки_skillbox']"
1155,2020-06-14 13:25:56,63,0,"['#Анонс_курса', '#Skillbox_программирование']"
1156,2020-06-13 15:58:38,64,9,"['#В_Закладки_Skillbox', '#Skillbox_Дизайн']"
1157,2020-06-12 17:33:18,57,9,['#Skillbox_Программирование']
1158,2020-06-12 16:09:53,56,8,['#В_Закладки_Skillbox']
1159,2020-06-11 19:11:29,24,3,['#Статья_Skillbox']
1160,2020-06-11 13:54:27,198,8,"['#Иллюстрации', '#Skillbox_дизайн']"
1161,2020-06-10 12:13:33,157,10,['#В_закладки_Skillbox']
1162,2020-06-09 16:38:39,36,1,"['#Анонс_Skillbox', '#Skillbox_управление']"
1163,2020-06-08 20:09:34,43,3,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1164,2020-06-08 16:27:39,86,5,"['#Студенты_Skillbox', '#Skillbox_дизайн']"
1165,2020-06-08 14:45:15,53,4,['#Расписание_Skillbox']
1166,2020-06-07 15:26:59,272,33,['#В_Закладки_Skillbox']
1167,2020-06-06 16:31:34,129,11,"['#ДеньШвеции', '#Skillbox_Дизайн']"
1168,2020-06-05 17:20:07,50,7,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1169,2020-06-05 12:37:28,58,13,"['#В_закладки_Skillbox', '#Skillbox_программирование', '#Skillbox_дизайн']"
1170,2020-06-04 19:18:41,83,7,['#Статья_Skillbox']
1171,2020-06-04 11:51:03,45,6,"['#Качаем_креатив', '#Skillbox_маркетинг']"
1172,2020-06-03 19:55:03,31,4,['#Лекторий_Skillbox']
1173,2020-06-03 12:40:38,28,3,"['#ДеньПрогульщика', '#Вам_слово_Skillbox']"
1174,2020-06-02 19:10:48,45,6,['#Статья_Skillbox']
1175,2020-06-02 13:47:51,92,2,['#Новости_Skillbox']
1176,2020-06-01 20:00:50,61,8,['#Статья_Skillbox']
1177,2020-06-01 18:54:29,55,2,['#Расписание_Skillbox']
1178,2020-06-01 12:35:12,69,2,"['#В_Закладки_skillbox', '#Skillbox_дизайн']"
1179,2020-05-31 12:22:41,261,33,"['#Учим_HTML', '#Skillbox_программирование']"
1180,2020-05-30 13:39:18,75,5,['#В_Закладки_Skillbox']
1181,2020-05-29 12:29:38,87,10,"['#designworkout', '#Readymag', '#В_закладки_Skillbox']"
1182,2020-05-28 12:31:26,45,2,"['#Дизайн_баттл', '#Skillbox_дизайн']"
1183,2020-05-27 15:27:20,90,7,"['#skillboxontv', '#Конкурс_Skillbox']"
1184,2020-05-27 11:04:11,205,15,"['#В_закладки_Skillbox', '#Skillbox_управление']"
1185,2020-05-26 12:48:14,259,40,['#В_Закладки_Skillbox']
1186,2020-05-25 18:58:58,41,3,"['#Skillbox_дизайн', '#Анонс_Skillbox']"
1187,2020-05-25 18:46:41,60,11,['#Расписание_Skillbox']
1188,2020-05-24 13:25:25,86,10,"['#Шрифты_Skillbox', '#Skillbox_дизайн']"
1189,2020-05-23 14:24:28,162,9,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1190,2020-05-22 11:00:59,53,3,"['#качаем_креатив', '#Skillbox_маркетинг']"
1191,2020-05-21 12:58:05,158,14,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1192,2020-05-20 12:10:13,57,7,['#Школа_будущего']
1193,2020-05-19 16:05:51,32,2,"['#Dominos_Skillbox', '#Акция_Skillbox']"
1194,2020-05-18 14:00:33,83,8,['#Расписание_Skillbox']
1195,2020-05-18 11:16:29,32,2,"['#Skillbox_дизайн', '#Игра_Skillbox']"
1196,2020-05-17 13:40:32,62,0,['#Вам_слово_Skillbox']
1197,2020-05-16 14:12:33,75,6,"['#Айдентика_Skillbox', '#Skillbox_дизайн']"
1198,2020-05-15 20:21:12,82,5,['#Лекторий_Skillbox']
1199,2020-05-15 15:21:29,123,12,['#В_Закладки_Skillbox']
1200,2020-05-14 11:55:07,146,8,"['#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1201,2020-05-13 16:32:38,928,123,"['#Конкурс_Skillbox', '#Skillbox_TED']"
1202,2020-05-13 12:08:31,168,10,"['#Skillbox_Дизайн', '#Skillbox_вдохновляет']"
1203,2020-05-12 12:31:36,140,12,"['#В_закладки_Skillbox', '#Skillbox_программирование']"
1204,2020-05-11 18:00:52,67,2,['#Расписание_Skillbox']
1205,2020-05-11 16:52:19,49,7,['#Skillbox_Дизайн']
1206,2020-05-11 15:25:45,45,0,['#Игра_Skillbox']
1207,2020-05-10 14:14:13,221,23,['#Кейс_Skillbox']
1208,2020-05-09 13:24:59,169,13,"['#В_закладки_Skillbox', '#Skillbox_программирование']"
1209,2020-05-08 19:27:34,52,4,['#Лекторий_Skillbox']
1210,2020-05-07 12:49:21,48,1,"['#качаем_креатив', '#Skillbox_маркетинг']"
1211,2020-05-06 12:20:16,940,177,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1212,2020-05-05 12:30:12,142,12,['#Skillbox_дизайн']
1213,2020-05-04 15:19:32,82,3,['#Расписание_Skillbox']
1214,2020-05-04 11:34:37,152,7,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1215,2020-05-03 15:38:01,151,13,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1216,2020-05-02 16:05:33,220,36,"['#Совет_препода_Skillbox', '#Skillbox_дизайн']"
1217,2020-05-01 13:58:50,123,4,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1218,2020-04-30 17:39:27,59,4,"['#Студенты_Skillbox', '#Skillbox_программирование']"
1219,2020-04-29 12:59:28,121,14,['#Шрифты_Skillbox']
1220,2020-04-28 17:55:29,86,1,"['#Айдентика_Skillbox', '#Skillbox_дизайн']"
1221,2020-04-27 14:31:08,48,4,['#Расписание_Skillbox']
1222,2020-04-27 12:27:03,97,8,"['#Skillbox_дизайн', '#В_закладки_Skillbox']"
1223,2020-04-26 14:33:27,106,16,"['#Совет_препода_Skillbox', '#Skillbox_управление']"
1224,2020-04-25 12:10:29,158,12,['#Skillbox_вдохновляет']
1225,2020-04-24 14:07:14,114,8,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1226,2020-04-23 13:44:13,80,15,"['#В_закладки_Skillbox', '#Skillbox_программирование']"
1227,2020-04-22 13:01:23,240,25,"['#Skillbox_дизайн', '#В_закладки_Skillbox']"
1228,2020-04-22 10:31:39,174,21,"['#Skillbox_геймдизайн', '#В_закладки_Skillbox']"
1229,2020-04-21 17:39:24,42,2,['#Лекторий_Skillbox']
1230,2020-04-21 16:10:52,36,1,['#Skillbox']
1231,2020-04-21 10:31:03,175,17,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1232,2020-04-20 18:39:22,54,2,['#Марафон_Skillbox']
1233,2020-04-20 11:15:48,53,4,['#Расписание_Skillbox']
1234,2020-04-19 12:29:29,112,8,['#В_закладки_Skillbox']
1235,2020-04-18 12:37:24,137,4,"['#Кейс_Skillbox', '#Skillbox_маркетинг']"
1236,2020-04-17 14:27:29,43,2,['#Дизайн_баттл']
1237,2020-04-17 11:12:36,33,3,['#Марафон_Skillbox']
1238,2020-04-16 15:32:19,265,47,['#В_закладки_Skillbox']
1239,2020-04-16 11:47:36,35,3,['#Марафон_Skillbox']
1240,2020-04-15 18:20:07,36,1,['#Конкурс_Skillbox']
1241,2020-04-15 12:01:15,230,17,"['#Skillbox_маркетинг', '#Skillbox_дизайн']"
1242,2020-04-15 10:11:06,27,1,['#Марафон_Skillbox']
1243,2020-04-14 20:08:53,29,3,"['#МыВместе', '#Мывместе', '#Skillbox']"
1244,2020-04-14 18:06:43,27,3,['#Лекторий_Skillbox']
1245,2020-04-14 14:40:59,236,32,"['#Совет_препода_Skillbox', '#Skillbox_маркетинг']"
1246,2020-04-14 11:26:50,28,1,['#Марафон_Skillbox']
1247,2020-04-13 18:09:40,95,6,['#Расписание_Skillbox']
1248,2020-04-13 14:29:05,64,2,['#Марафон_Skillbox']
1249,2020-04-12 12:19:14,149,15,"['#День_космонавтики', '#Skillbox_дизайн']"
1250,2020-04-11 13:24:16,152,9,['#Skillbox_вдохновляет']
1251,2020-04-10 11:21:07,45,2,"['#Шрифты_Skillbox', '#Skillbox_игра']"
1252,2020-04-09 18:36:49,34,8,"['#Статья_Skillbox', '#Skillbox_управление']"
1253,2020-04-09 12:53:18,429,51,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1254,2020-04-08 17:18:52,56,5,"['#Анимация_Skillbox', '#Skillbox_дизайн', '#В_закладки_Skillbox']"
1255,2020-04-07 19:38:01,52,6,"['#Статья_Skillbox', '#Skillbox_программирование']"
1256,2020-04-07 17:49:55,65,7,['#Расписание_Skillbox']
1257,2020-04-07 12:59:56,268,36,['#Альпина_Skillbox']
1258,2020-04-06 19:30:47,63,8,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1259,2020-04-05 13:55:10,218,23,"['#Совет_препода_Skillbox', '#Skillbox_дизайн']"
1260,2020-04-04 13:01:47,35,2,['#HR_Совет_Skillbox']
1261,2020-04-03 20:06:55,22,1,"['#Статья_Skillbox', '#Skillbox_управление']"
1262,2020-04-03 14:56:48,24,0,"['#Игра_Skillbox', '#Skillbox_дизайн']"
1263,2020-04-02 18:35:36,46,4,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1264,2020-04-02 12:23:39,77,8,['#Студенты_Skillbox']
1265,2020-04-01 19:01:14,22,1,['#AIC_Skillbox']
1266,2020-04-01 18:06:13,22,3,['#Лекторий_Skillbox']
1267,2020-04-01 12:10:35,75,3,"['#В_закладки_Skillbox', '#Skillbox_маркетинг']"
1268,2020-03-31 19:01:38,48,4,"['#Статья_Skillbox', '#Skillbox_программирование']"
1269,2020-03-31 16:13:12,53,6,['#Расписание_Skillbox']
1270,2020-03-31 11:58:17,81,7,"['#день_бэкапа', '#День_бэкапа_в_Skillbox', '#Skillbox_программирование']"
1271,2020-03-30 18:34:17,19,4,"['#Статья_Skillbox', '#Skillbox_управление']"
1272,2020-03-30 11:44:52,125,14,"['#В_закладки_Skillbox', '#Skillbox_дизайн']"
1273,2020-03-29 14:01:43,94,6,"['#Айдентика_Skillbox', '#Skillbox_вдохновляет', '#Skillbox_дизайн']"
1274,2020-03-28 20:00:09,535,76,['#В_закладки_Skillbox']
1275,2020-03-28 18:28:11,28,1,['#Скидки_Skillbox']
1276,2020-03-27 17:44:07,387,56,"['#Skillbox_дизайн', '#Cовет_препода_Skillbox']"
1277,2020-03-26 11:31:12,48,3,['#В_Закладки_Skillbox']
1278,2020-03-25 20:01:26,75,9,"['#Кант_поймет', '#Подкаст_Skillbox']"
1279,2020-03-25 18:10:25,39,6,"['#Статья_Skillbox', '#Skillbox_программирование']"
1280,2020-03-25 13:26:14,88,3,"['#Студенты_Skillbox', '#Skillbox_разработка']"
1281,2020-03-24 18:15:13,63,13,"['#Статья_Skillbox', '#Skillbox_программирование']"
1282,2020-03-24 12:06:36,229,37,['#В_Закладки_Skillbox']
1283,2020-03-23 16:33:23,395,63,['#Skillbox']
1284,2020-03-23 13:46:03,65,12,['#Расписание_Skillbox']
1285,2020-03-22 10:55:46,198,34,"['#В_закладки_Skillbox', '#Skillbox_программирование']"
1286,2020-03-21 12:57:07,31,3,"['#Сленг_программиста_Sillbox', '#Skillbox_программирование']"
1287,2020-03-20 20:27:32,59,10,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1288,2020-03-20 11:38:58,46,1,['#Гороскоп_Skillbox']
1289,2020-03-19 17:50:04,33,2,"['#Статья_Skillbox', '#Skillbox_программирование']"
1290,2020-03-19 15:15:59,21,1,['#Mail_Design_Cup']
1291,2020-03-19 11:00:12,33,1,['#HR_совет_Skillbox']
1292,2020-03-18 18:27:24,73,2,"['#Айдентика_Skillbox', '#Skillbox_дизайн']"
1293,2020-03-18 14:22:58,31,2,['#Лекторий_Skillbox']
1294,2020-03-17 20:27:25,42,4,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1295,2020-03-17 17:34:04,355,74,"['#Cовет_препода_Skillbox', '#Skillbox_дизайн']"
1296,2020-03-17 11:29:14,41,2,['#Расписание_Skillbox']
1297,2020-03-16 20:03:23,43,4,"['#Статья_Skillbox', '#Skillbox_программирование']"
1298,2020-03-16 11:18:06,31,2,"['#В_закладки_Skillbox', '#Skillbox_программирование']"
1299,2020-03-15 12:55:45,281,42,"['#В_закладки_Skillbox', '#Skillbox_маркетинг']"
1300,2020-03-14 13:56:33,31,3,['#HR_совет_Skillbox']
1301,2020-03-13 19:13:28,55,3,['#Лекторий_Skillbox']
1302,2020-03-13 13:50:11,79,1,['#Правки_Skillbox']
1303,2020-03-13 11:50:00,22,1,[]
1304,2020-03-12 17:58:57,68,8,"['#Статья_Skillbox', '#Skillbox_управление']"
1305,2020-03-12 11:09:20,111,21,"['#В_закладки_Skillbox', '#Skillbox_маркетинг']"
1306,2020-03-11 19:22:44,52,8,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1307,2020-03-11 12:48:42,40,5,"['#Кант_поймет', '#Подкаст_Skillbox']"
1308,2020-03-10 18:19:54,55,14,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1309,2020-03-10 15:09:35,29,0,['#Чак_Skillbox']
1310,2020-03-09 16:07:18,66,9,['#Расписание_Skillbox']
1311,2020-03-09 12:32:28,33,1,"['#Дизайн_интерьера_Skillbox', '#Skillbox_дизайн']"
1312,2020-03-08 11:28:27,176,8,"['#дизайн_упаковки_Skillbox', '#Skillbox_дизайн']"
1313,2020-03-07 16:02:04,85,15,['#Шрифты_Skillbox']
1314,2020-03-06 19:21:15,64,9,"['#Статья_Skillbox', '#Skillbox_программирование']"
1315,2020-03-06 11:28:17,126,15,"['#Совет_препода_Skillbox', '#Skillbox_дизайн']"
1316,2020-03-05 18:08:43,109,19,"['#Статья_Skillbox', '#Skillbox_управление']"
1317,2020-03-05 12:03:09,136,12,['#Skillbox_дизайн']
1318,2020-03-04 20:00:56,27,2,['#Mail_Design_Cup']
1319,2020-03-04 18:34:49,82,8,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1320,2020-03-04 16:41:41,27,2,['#Лекторий_Skillbox']
1321,2020-03-04 12:14:17,13,2,['#Конкурс_Skillbox']
1322,2020-03-03 15:38:29,35,2,['#Pixels_Fest']
1323,2020-03-03 11:03:14,57,8,['#В_Закладки_Skillbox']
1324,2020-03-02 19:01:46,95,6,['#Skillbox_дизайн']
1325,2020-03-02 17:20:20,49,2,['#Расписание_Skillbox']
1326,2020-03-01 11:13:11,130,13,['#В_закладки_Skillbox']
1327,2020-02-29 11:39:51,437,60,['#Конкурс_Skillbox']
1328,2020-02-28 19:50:53,73,15,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1329,2020-02-28 14:34:35,16,2,"['#OFFF_Moscow', '#Skillbox_OFFF']"
1330,2020-02-27 17:59:25,42,5,"['#Статья_Skillbox', '#Skillbox_управление']"
1331,2020-02-27 15:20:57,81,2,"['#Skillbox_дизайн', '#Айдентика_Skillbox']"
1332,2020-02-26 19:28:54,80,3,['#В_закладки_Skillbox']
1333,2020-02-26 11:22:07,63,10,"['#Кант_поймет', '#Подкаст_Skillbox']"
1334,2020-02-25 18:09:20,126,15,"['#Статья_Skillbox', '#Skillbox_маркетинг']"
1335,2020-02-25 17:20:11,20,2,[]
1336,2020-02-25 15:16:13,41,2,['#Расписание_Skillbox']
1337,2020-02-24 12:01:25,24,3,"['#Задачка_Skillbox', '#Skillbox_программирование']"
1338,2020-02-22 11:59:01,219,43,"['#Skillbox_программирование', '#В_закладки_Skillbox']"
1339,2020-02-21 19:49:52,71,4,"['#Статья_Skillbox', '#Skillbox_программирование']"
1340,2020-02-21 12:20:45,490,68,"['#В_закладки_Skillbox', '#Skillbox_маркетинг']"
1341,2020-02-20 17:40:42,129,24,"['#Статья_Skillbox', '#Skillbox_дизайн']"
1342,2020-02-20 12:00:05,66,5,['#В_закладки_Skillbox']
1343,2020-02-19 19:58:26,51,3,['#Конкурс_Skillbox']
1344,2020-02-19 19:01:58,33,6,"['#Статья_Skillbox', '#Skillbox_управление']"
